Disease1,Disease2,Sim
75,166,0.169491525
75,175,0.032786885
75,184,0.107279693
75,193,0.08219178099999999
75,194,0.248
75,199,0.106508876
75,202,0.184615385
75,206,0.067039106
75,210,0.106508876
75,214,0.032786885
75,217,0.171428571
75,221,0.125984252
75,223,0.153132251
75,225,0.184615385
75,227,0.5
75,233,0.032786885
75,234,0.097805643
75,238,0.099447514
75,240,0.11627907
75,241,0.018604651
75,246,0.098360656
75,247,0.060240964
75,248,0.169491525
75,255,0.052325581
75,256,0.204878049
75,258,0.238461538
75,260,0.011655012
75,271,0.121827411
75,276,0.099585062
75,278,0.110854503
75,279,0.171945701
75,280,0.063492063
75,285,0.339805825
75,291,0.142011834
75,292,0.097297297
75,297,0.15584415599999998
75,302,0.108597285
75,303,0.5
75,304,0.030150754
75,306,0.183673469
75,308,0.024930748
75,309,0.121827411
75,311,0.01793722
75,316,0.055299539
75,320,0.057971014
75,323,0.01826484
75,324,0.300675676
75,327,0.014492753999999997
75,335,0.079646018
75,340,0.016326531000000002
75,345,0.13100436699999998
75,351,0.153132251
75,352,0.232044199
75,356,0.150395778
75,357,0.051948052
75,361,0.127659574
75,362,0.048309179
75,363,0.090452261
75,370,0.048979592
75,371,0.13100436699999998
75,373,0.091370558
75,374,0.027777778
75,376,0.033195021
75,379,0.264822134
75,380,0.108597285
75,390,0.117263844
75,393,0.021621622000000004
75,403,0.14084507
75,404,0.132867133
75,408,0.052356021
75,410,0.469026549
75,414,0.016806723
75,415,0.083333333
75,424,0.097805643
75,430,0.151260504
75,433,0.048128342000000005
75,436,0.5
75,442,0.108910891
75,452,0.317682318
75,453,0.104803493
76,7,0.021505376
76,8,0.038848921
76,15,0.02247191
76,18,0.064516129
76,20,0.03125
76,26,0.035971223
76,28,0.017142857
76,33,0.083798883
76,34,0.24
76,36,0.063157895
76,39,0.014925373
76,42,0.089820359
76,46,0.0375
76,49,0.089820359
76,52,0.014778325
76,59,0.058333333
76,60,0.023622047
76,63,0.101010101
76,67,0.054347826
76,72,0.360465116
76,75,0.071770335
76,78,0.018404908
76,82,0.02247191
76,84,0.072886297
76,85,0.0625
76,96,0.05945945900000001
76,99,0.01734104
76,104,0.056179775
76,111,0.016042781000000002
76,124,0.05882352900000001
76,125,0.056
76,129,0.09009009
76,135,0.180327869
76,137,0.015060241
76,138,0.055555556
76,140,0.164948454
76,145,0.074074074
76,148,0.050847458
76,150,0.0375
76,165,0.01510574
76,176,0.01734104
76,177,0.033333333
76,179,0.063157895
76,190,0.024691358
76,194,0.17842323699999998
76,216,0.063157895
76,227,0.083798883
76,228,0.028037383
76,231,0.043062201
76,239,0.02020202
76,241,0.067961165
76,245,0.033333333
76,247,0.433333333
76,258,0.059760956
76,264,0.08490566
76,268,0.02247191
76,273,0.018018018
76,279,0.16981132100000002
76,285,0.076142132
76,295,0.032608696
76,303,0.083798883
76,308,0.067055394
76,311,0.065420561
76,317,0.064102564
76,319,0.014285714
76,320,0.222222222
76,323,0.066666667
76,324,0.06968641099999999
76,329,0.014925373
76,330,0.023255814
76,338,0.07826087
76,340,0.059322034
76,350,0.01754386
76,356,0.069252078
76,360,0.057279236
76,362,0.393939394
76,365,0.086538462
76,370,0.211864407
76,374,0.072463768
76,377,0.028037383
76,379,0.12295082
76,386,0.024691358
76,391,0.023255814
76,392,0.017857143
76,395,0.021978022000000003
76,399,0.09
76,404,0.060827251
76,406,0.094736842
76,408,0.428571429
76,410,0.069124424
76,412,0.023809524
76,413,0.03
76,414,0.061135371
76,419,0.050420168
76,433,0.179775281
76,436,0.083798883
76,440,0.16304347800000002
76,441,0.02247191
76,442,0.077720207
76,443,0.017857143
76,445,0.038848921
76,447,0.09
76,452,0.051813472
77,0,0.073298429
77,2,0.067085954
77,3,0.041594454
77,4,0.141453831
77,6,0.137931034
77,10,0.122241087
77,12,0.042477876
77,13,0.119760479
77,14,0.11090573
77,16,0.017331023
77,22,0.033955857
77,26,0.12482663
77,27,0.01399689
77,30,0.030181087
77,31,0.246520875
77,38,0.122241087
77,52,0.026269702
77,53,0.112570356
77,56,0.011857708
77,57,0.064171123
77,59,0.027906977000000003
77,60,0.053491828
77,61,0.095389507
77,62,0.037769784
77,64,0.201257862
77,65,0.058715596
77,66,0.12567325
77,68,0.106918239
77,69,0.123924269
77,70,0.119760479
77,71,0.030181087
77,75,0.123499142
77,80,0.185243328
77,84,0.118110236
77,86,0.036697248
77,88,0.234132581
77,91,0.07422680400000001
77,92,0.120358515
77,93,0.125786164
77,95,0.085850556
77,102,0.106918239
77,104,0.103004292
77,106,0.031523643
77,107,0.119560238
77,109,0.122241087
77,112,0.110091743
77,113,0.112570356
77,116,0.049557522
77,118,0.024469821
77,126,0.060176991
77,129,0.157635468
77,132,0.192495922
77,141,0.018484288
77,142,0.06185567
77,149,0.140350877
77,154,0.10619469
77,155,0.04973357
77,157,0.07275321
77,158,0.15867768599999998
77,160,0.031657356
77,161,0.253859348
77,163,0.069271758
77,166,0.119760479
77,168,0.041928721
77,169,0.019493177
77,170,0.017892644
77,171,0.053537285
77,174,0.012072435
77,175,0.062378168
77,179,0.128440367
77,182,0.085889571
77,184,0.1272052
77,189,0.016574586000000002
77,193,0.112820513
77,194,0.111282844
77,197,0.044036697
77,200,0.037735849
77,202,0.17877095
77,204,0.051823417
77,208,0.053537285
77,212,0.061120543
77,214,0.038986355
77,217,0.183421517
77,219,0.020618557
77,221,0.142045455
77,223,0.160899654
77,224,0.227036395
77,225,0.17877095
77,227,0.137667304
77,233,0.062378168
77,234,0.119560238
77,235,0.14040561599999998
77,240,0.31372549
77,244,0.069632495
77,248,0.119760479
77,249,0.01734104
77,251,0.042682927
77,253,0.016885553
77,254,0.016393443
77,256,0.129263914
77,257,0.076620825
77,258,0.143928036
77,260,0.0625
77,261,0.049907579
77,262,0.068226121
77,271,0.133086876
77,273,0.024630542
77,276,0.114467409
77,277,0.166371681
77,278,0.167241379
77,280,0.060952380999999986
77,282,0.049079755
77,288,0.031304348
77,290,0.06725663700000001
77,291,0.148453608
77,294,0.049079755
77,297,0.157635468
77,300,0.027522936
77,301,0.07422680400000001
77,302,0.122241087
77,303,0.137667304
77,304,0.058715596
77,306,0.230055659
77,309,0.133086876
77,316,0.055077453
77,322,0.027522936
77,324,0.124492558
77,325,0.101313321
77,335,0.160267112
77,338,0.0448
77,343,0.135238095
77,345,0.099173554
77,349,0.037441498
77,351,0.129757785
77,352,0.141453831
77,356,0.017110266000000002
77,357,0.049261084
77,359,0.017892644
77,360,0.035958904
77,361,0.121555916
77,363,0.110091743
77,364,0.018761726
77,366,0.041338583
77,369,0.044487427
77,371,0.099173554
77,372,0.052224371
77,373,0.11090573
77,375,0.067542214
77,376,0.047694754000000006
77,379,0.036753446
77,380,0.122241087
77,381,0.00811359
77,387,0.035363458
77,389,0.030181087
77,390,0.165571616
77,393,0.00967118
77,396,0.125786164
77,401,0.030181087
77,403,0.104712042
77,407,0.125786164
77,409,0.030181087
77,410,0.120200334
77,415,0.149377593
77,424,0.119560238
77,428,0.02617801
77,429,0.149443561
77,430,0.141252006
77,435,0.042
77,436,0.137667304
77,438,0.012170385
77,444,0.0076026359999999986
77,450,0.01996008
77,452,0.092664093
77,453,0.208264463
78,7,0.060402685
78,8,0.009140768
78,15,0.319148936
78,18,0.020134228
78,20,0.096774194
78,26,0.037344398
78,28,0.043478261
78,34,0.018404908
78,36,0.019607843
78,39,0.034482759
78,46,0.12195122
78,52,0.036144578
78,59,0.024630542
78,60,0.069124424
78,67,0.06122449
78,76,0.018404908
78,82,0.14893617
78,85,0.019354839
78,99,0.044117647
78,104,0.091304348
78,111,0.093333333
78,124,0.377245509
78,135,0.034246575
78,137,0.034883721
78,138,0.35195530700000005
78,150,0.12195122
78,165,0.035019455
78,176,0.044117647
78,177,0.104895105
78,179,0.019607843
78,190,0.07200000000000001
78,194,0.093137255
78,216,0.019607843
78,228,0.084745763
78,231,0.011627907
78,239,0.055900621
78,245,0.104895105
78,247,0.024630542
78,264,0.028571429
78,268,0.063829787
78,273,0.048648649
78,279,0.354285714
78,295,0.102040816
78,308,0.05204461
78,317,0.22689075600000005
78,319,0.034682081000000003
78,320,0.01863354
78,329,0.08045977
78,330,0.066666667
78,338,0.025906736
78,350,0.104477612
78,360,0.12173913
78,362,0.01242236
78,365,0.029239766
78,370,0.025125628
78,374,0.394117647
78,377,0.084745763
78,386,0.36
78,391,0.066666667
78,392,0.045801527
78,395,0.062068966
78,399,0.030674847
78,406,0.215686275
78,408,0.013793103
78,412,0.023255814
78,413,0.09202454
78,419,0.104477612
78,440,0.06122449
78,441,0.319148936
78,443,0.045801527
78,445,0.009140768
78,447,0.030674847
79,1,0.03180212
79,3,0.097826087
79,5,0.096774194
79,9,0.078014184
79,10,0.094736842
79,17,0.08988764
79,19,0.017699115
79,21,0.045977011
79,22,0.126315789
79,29,0.2
79,35,0.31884058
79,37,0.067524116
79,40,0.067137809
79,43,0.085714286
79,44,0.052631579000000005
79,45,0.078014184
79,47,0.2
79,50,0.096385542
79,51,0.078014184
79,54,0.209876543
79,55,0.130434783
79,67,0.111111111
79,69,0.096774194
79,74,0.204081633
79,81,0.074626866
79,83,0.078014184
79,87,0.042857143
79,89,0.03180212
79,96,0.073619632
79,97,0.054545455
79,98,0.042857143
79,100,0.075268817
79,103,0.030927835
79,112,0.071428571
79,114,0.116883117
79,117,0.030927835
79,118,0.455445545
79,119,0.03180212
79,122,0.06818181799999999
79,123,0.061728395
79,125,0.035087719
79,128,0.039215686
79,136,0.1
79,140,0.11627907
79,146,0.085714286
79,148,0.077419355
79,149,0.04784689
79,153,0.094444444
79,156,0.057971014
79,160,0.073170732
79,164,0.03180212
79,167,0.042857143
79,172,0.067137809
79,173,0.057971014
79,178,0.31884058
79,180,0.047619048
79,181,0.042857143
79,187,0.58974359
79,188,0.078014184
79,191,0.098901099
79,196,0.075949367
79,201,0.31884058
79,205,0.042857143
79,207,0.061452514000000014
79,212,0.094736842
79,220,0.04
79,222,0.078014184
79,228,0.03125
79,232,0.04109589
79,235,0.083333333
79,236,0.31884058
79,241,0.086956522
79,243,0.164948454
79,250,0.58974359
79,252,0.58974359
79,259,0.037037037
79,267,0.104651163
79,269,0.1
79,270,0.076923077
79,271,0.108433735
79,272,0.067137809
79,276,0.085714286
79,280,0.189873418
79,281,0.130434783
79,283,0.029982363
79,286,0.1
79,299,0.214285714
79,309,0.108433735
79,310,0.19760479
79,311,0.083333333
79,312,0.1
79,313,0.092105263
79,314,0.070588235
79,315,0.085714286
79,316,0.096774194
79,319,0.031914894
79,321,0.073170732
79,323,0.08510638300000001
79,332,0.31884058
79,333,0.067137809
79,334,0.103030303
79,335,0.046153846
79,337,0.078014184
79,339,0.074074074
79,340,0.205607477
79,341,0.04
79,342,0.035460993
79,344,0.234042553
79,346,0.1
79,347,0.078014184
79,349,0.037037037
79,353,0.4791666670000001
79,355,0.116883117
79,358,0.03180212
79,363,0.071428571
79,367,0.31884058
79,368,0.196721311
79,379,0.027027027
79,382,0.111111111
79,383,0.06329113900000001
79,385,0.067137809
79,388,0.042857143
79,397,0.035460993
79,402,0.042857143
79,404,0.032697548
79,411,0.078014184
79,414,0.140096618
79,415,0.070038911
79,417,0.204545455
79,421,0.111111111
79,422,0.31884058
79,426,0.085714286
79,427,0.074829932
79,432,0.078014184
79,434,0.117647059
79,439,0.057971014
79,440,0.111111111
79,446,0.067137809
79,448,0.05714285700000001
79,449,0.1
80,0,0.125
80,2,0.0625
80,4,0.115384615
80,6,0.126637555
80,10,0.096774194
80,12,0.033898305
80,13,0.088235294
80,14,0.08035714299999999
80,16,0.033057851
80,26,0.267515924
80,30,0.03960396
80,31,0.112195122
80,38,0.096774194
80,53,0.095454545
80,56,0.024213075
80,59,0.101449275
80,61,0.067164179
80,62,0.08423326099999999
80,64,0.1875
80,65,0.026548673
80,66,0.267241379
80,69,0.098360656
80,70,0.088235294
80,71,0.03960396
80,73,0.090909091
80,75,0.097959184
80,77,0.185243328
80,84,0.08674698800000001
80,86,0.026548673
80,88,0.506493506
80,90,0.04
80,92,0.197674419
80,95,0.402985075
80,104,0.079207921
80,105,0.214285714
80,107,0.130866924
80,109,0.096774194
80,112,0.079646018
80,113,0.095454545
80,116,0.025423729
80,126,0.118644068
80,129,0.139534884
80,132,0.584615385
80,139,0.108695652
80,141,0.035714286
80,142,0.224489796
80,149,0.153558052
80,154,0.07627118599999999
80,155,0.09787234
80,158,0.140625
80,161,0.093877551
80,166,0.088235294
80,169,0.038095238
80,170,0.029268293
80,171,0.106976744
80,174,0.02970297
80,175,0.028571429
80,179,0.194690265
80,182,0.151515152
80,184,0.140291807
80,185,0.108695652
80,189,0.026666667
80,193,0.097560976
80,194,0.086642599
80,195,0.0625
80,200,0.0625
80,202,0.162162162
80,204,0.14953271
80,208,0.106976744
80,214,0.028571429
80,217,0.151898734
80,219,0.040816327
80,221,0.15862069
80,223,0.179381443
80,225,0.162162162
80,227,0.111627907
80,233,0.028571429
80,234,0.130866924
80,235,0.094890511
80,240,0.143859649
80,248,0.088235294
80,249,0.028169014
80,251,0.097744361
80,256,0.103448276
80,258,0.12543554
80,271,0.107142857
80,276,0.089552239
80,277,0.237288136
80,278,0.383983573
80,280,0.055555556
80,290,0.35593220299999995
80,291,0.12244898
80,293,0.0625
80,296,0.0625
80,297,0.139534884
80,302,0.096774194
80,303,0.111627907
80,304,0.026548673
80,306,0.264573991
80,309,0.107142857
80,316,0.049180328
80,322,0.03539823
80,324,0.133126935
80,325,0.418181818
80,335,0.071146245
80,338,0.086466165
80,345,0.0703125
80,348,0.12244898
80,349,0.07664233599999999
80,351,0.14226804099999998
80,352,0.115384615
80,357,0.139534884
80,359,0.029268293
80,360,0.079429735
80,361,0.06870229
80,363,0.079646018
80,364,0.036363636
80,366,0.093975904
80,371,0.0703125
80,373,0.08035714299999999
80,376,0.052238806
80,379,0.028571429
80,380,0.096774194
80,381,0.05
80,387,0.057692308
80,389,0.03960396
80,390,0.491017964
80,401,0.03960396
80,403,0.075
80,405,0.0625
80,409,0.03960396
80,410,0.09486166
80,415,0.076190476
80,424,0.130866924
80,429,0.358208955
80,430,0.154716981
80,435,0.095823096
80,436,0.111627907
80,437,0.0625
80,438,0.06
80,442,0.034934498
80,444,0.021236727
80,450,0.039215686
80,452,0.064923354
80,453,0.421875
81,3,0.074074074
81,5,0.073170732
81,10,0.071428571
81,19,0.147058824
81,29,0.375
81,43,0.084745763
81,47,0.375
81,54,0.071428571
81,55,0.103448276
81,67,0.085714286
81,69,0.073170732
81,74,0.057471264
81,79,0.074626866
81,97,0.050505051
81,103,0.209302326
81,112,0.068493151
81,114,0.090909091
81,117,0.209302326
81,118,0.055555556
81,122,0.064935065
81,146,0.084745763
81,148,0.07518797
81,149,0.256684492
81,160,0.070422535
81,187,0.074626866
81,191,0.075
81,212,0.071428571
81,232,0.290322581
81,235,0.06185567
81,250,0.074626866
81,252,0.074626866
81,259,0.257142857
81,271,0.083333333
81,276,0.063829787
81,280,0.117647059
81,281,0.103448276
81,309,0.083333333
81,310,0.068965517
81,315,0.084745763
81,316,0.073170732
81,335,0.052023121
81,340,0.052083333
81,344,0.060240964
81,353,0.05882352900000001
81,355,0.090909091
81,363,0.068493151
81,368,0.062111801
81,379,0.18
81,382,0.085714286
81,383,0.352941176
81,404,0.222910217
81,414,0.048648649
81,415,0.05106383
81,417,0.064935065
81,421,0.085714286
81,426,0.084745763
81,440,0.085714286
82,7,0.073170732
82,8,0.014827018
82,15,0.179487179
82,18,0.024390244
82,20,0.294117647
82,26,0.0390625
82,28,0.05882352900000001
82,34,0.02247191
82,36,0.023809524
82,39,0.051546392
82,46,0.130434783
82,52,0.049723757
82,59,0.027522936
82,60,0.077586207
82,67,0.061728395
82,76,0.02247191
82,78,0.14893617
82,85,0.023529412000000003
82,99,0.059602649
82,104,0.114285714
82,111,0.709090909
82,124,0.120879121
82,135,0.037267081
82,137,0.052083333
82,138,0.113402062
82,150,0.130434783
82,165,0.219512195
82,176,0.059602649
82,177,0.113924051
82,179,0.023809524
82,190,0.085714286
82,194,0.100456621
82,216,0.023809524
82,228,0.09375
82,231,0.016042781000000002
82,239,0.06818181799999999
82,245,0.113924051
82,247,0.027522936
82,264,0.031578947
82,268,0.076923077
82,273,0.06
82,279,0.110526316
82,295,0.111111111
82,308,0.120401338
82,317,0.492537313
82,319,0.04787234
82,320,0.022727273
82,329,0.395189003
82,330,0.08
82,338,0.028846154
82,350,0.7852348990000001
82,360,0.149333333
82,362,0.017045455
82,365,0.032258065
82,370,0.028037383
82,374,0.205405405
82,377,0.09375
82,386,0.2
82,391,0.08
82,392,0.061643836
82,395,0.075
82,399,0.033707865
82,406,0.14285714300000002
82,408,0.01875
82,412,0.026086957
82,413,0.101123596
82,419,0.425925926
82,440,0.061728395
82,441,0.179487179
82,443,0.061643836
82,445,0.014827018
82,447,0.033707865
83,1,0.011857708
83,9,0.111111111
83,17,0.141104294
83,21,0.031446541
83,22,0.222857143
83,35,0.12195122
83,37,0.074733096
83,40,0.08300395299999999
83,44,0.03649635
83,45,0.111111111
83,50,0.152317881
83,51,0.238095238
83,54,0.020408163
83,74,0.049723757
83,79,0.078014184
83,87,0.024
83,89,0.011857708
83,96,0.101351351
83,98,0.024
83,100,0.122807018
83,118,0.05882352900000001
83,119,0.011857708
83,123,0.147928994
83,125,0.023474178
83,128,0.026455026
83,136,0.168
83,140,0.222929936
83,153,0.109090909
83,156,0.040650407
83,164,0.011857708
83,167,0.024
83,172,0.177865613
83,173,0.040650407
83,178,0.12195122
83,180,0.032679739
83,181,0.024
83,187,0.078014184
83,188,0.238095238
83,196,0.062937063
83,201,0.12195122
83,205,0.024
83,207,0.37804878
83,220,0.027027027
83,222,0.4920634920000001
83,228,0.016949153
83,236,0.12195122
83,241,0.136094675
83,243,0.061452514000000014
83,250,0.078014184
83,252,0.078014184
83,267,0.13375796199999998
83,269,0.168
83,270,0.090909091
83,272,0.08300395299999999
83,283,0.009861933
83,286,0.168
83,299,0.07200000000000001
83,310,0.013157895
83,311,0.12994350300000002
83,312,0.36
83,313,0.124087591
83,314,0.058064516
83,319,0.01734104
83,321,0.060402685
83,323,0.132947977
83,332,0.12195122
83,333,0.177865613
83,334,0.12
83,337,0.111111111
83,339,0.06122449
83,340,0.115577889
83,341,0.027027027
83,342,0.015873016
83,344,0.132947977
83,346,0.36
83,347,0.111111111
83,349,0.024875622000000003
83,353,0.062146893
83,358,0.011857708
83,367,0.12195122
83,368,0.029761905
83,385,0.08300395299999999
83,388,0.024
83,397,0.015873016
83,402,0.024
83,411,0.238095238
83,414,0.026041667
83,417,0.031055901
83,422,0.12195122
83,427,0.090909091
83,432,0.238095238
83,434,0.174193548
83,439,0.040650407
83,446,0.177865613
83,448,0.076923077
83,449,0.168
84,2,0.078431373
84,4,0.12543554
84,6,0.109422492
84,10,0.098092643
84,12,0.034985423
84,13,0.086021505
84,14,0.07523511
84,26,0.072144289
84,33,0.189368771
84,34,0.160349854
84,38,0.098092643
84,42,0.119133574
84,49,0.205776173
84,53,0.057877814000000014
84,61,0.058968059
84,63,0.280235988
84,64,0.235294118
84,65,0.024767802
84,66,0.071641791
84,69,0.100278552
84,70,0.086021505
84,72,0.128919861
84,75,0.3905817170000001
84,76,0.072886297
84,77,0.118110236
84,80,0.08674698800000001
84,86,0.024767802
84,88,0.073921971
84,92,0.04293381
84,96,0.012779553
84,104,0.075471698
84,107,0.041698842
84,109,0.098092643
84,112,0.074303406
84,113,0.057877814000000014
84,116,0.023323615
84,125,0.013544018
84,129,0.6072351420000001
84,132,0.092071611
84,135,0.029126214
84,140,0.039274924
84,145,0.056179775
84,148,0.03030303
84,149,0.059259259
84,154,0.069970845
84,158,0.156657963
84,166,0.086021505
84,175,0.027491409
84,184,0.047393365
84,193,0.066115702
84,194,0.218823529
84,202,0.19047619
84,214,0.027491409
84,217,0.17391304300000002
84,221,0.05882352900000001
84,223,0.101123596
84,225,0.19047619
84,227,0.468438538
84,233,0.027491409
84,234,0.041698842
84,240,0.054421769
84,241,0.016901408
84,247,0.059101655
84,248,0.086021505
84,256,0.107462687
84,258,0.182022472
84,271,0.112852665
84,276,0.08845208800000001
84,278,0.100558659
84,279,0.155313351
84,280,0.066006601
84,285,0.31157270000000004
84,291,0.136882129
84,297,0.15503876
84,302,0.098092643
84,303,0.468438538
84,304,0.024767802
84,306,0.189274448
84,308,0.020979021
84,309,0.112852665
84,311,0.016172507
84,316,0.055710306
84,320,0.05899705
84,323,0.016528926
84,324,0.237911025
84,335,0.06366047700000001
84,340,0.014457831
84,345,0.062663185
84,351,0.050561798
84,352,0.12543554
84,356,0.125
84,361,0.060759494
84,362,0.044247788
84,363,0.074303406
84,370,0.048192771
84,371,0.062663185
84,373,0.07523511
84,374,0.025210084
84,376,0.029484029
84,379,0.25754060300000003
84,380,0.098092643
84,390,0.066790353
84,403,0.068376068
84,404,0.107344633
84,408,0.048859935
84,410,0.374005305
84,414,0.014962594
84,415,0.071856287
84,424,0.041698842
84,430,0.05985037400000001
84,433,0.043478261
84,436,0.468438538
84,442,0.100303951
84,452,0.220916569
84,453,0.093994778
85,7,0.02247191
85,8,0.040723982
85,14,0.066666667
85,15,0.023529412000000003
85,18,0.06741573
85,20,0.032608696
85,26,0.037037037
85,27,0.07792207799999999
85,28,0.017964072
85,34,0.0625
85,36,0.065934066
85,38,0.088235294
85,39,0.015673981
85,41,0.065217391
85,46,0.039473684
85,52,0.030769231
85,58,0.38961039
85,59,0.060344828
85,60,0.073170732
85,67,0.056818182
85,76,0.0625
85,78,0.019354839
85,82,0.023529412000000003
85,99,0.036363636
85,104,0.057915058
85,107,0.016449623
85,109,0.088235294
85,110,0.07792207799999999
85,111,0.016759777
85,124,0.06122449
85,135,0.034285714
85,137,0.030063291
85,138,0.057692308
85,150,0.039473684
85,152,0.118421053
85,157,0.046153846
85,165,0.015873016
85,176,0.036363636
85,177,0.058139535
85,179,0.065934066
85,183,0.276315789
85,190,0.025974026
85,192,0.06741573
85,194,0.068669528
85,202,0.06741573
85,203,0.202702703
85,212,0.049019608
85,216,0.065934066
85,228,0.029126214
85,230,0.039473684
85,231,0.044776119
85,234,0.016449623
85,237,0.202702703
85,239,0.021052632
85,242,0.118421053
85,245,0.058139535
85,247,0.077586207
85,260,0.060759494
85,264,0.088235294
85,265,0.264705882
85,268,0.023529412000000003
85,273,0.299065421
85,279,0.044117647
85,288,0.020304569
85,295,0.034090909
85,302,0.107843137
85,305,0.025974026
85,307,0.118421053
85,308,0.024464832
85,317,0.067567568
85,319,0.027227723
85,320,0.063157895
85,329,0.015673981
85,330,0.042682927
85,338,0.081081081
85,350,0.018404908
85,360,0.05955335
85,362,0.047368421
85,365,0.09
85,370,0.078947368
85,373,0.066666667
85,374,0.030150754
85,376,0.053571429
85,377,0.029126214
85,378,0.07792207799999999
85,380,0.088235294
85,386,0.025974026
85,391,0.042682927
85,392,0.034375
85,395,0.045977011
85,399,0.09375
85,406,0.098901099
85,408,0.051724138
85,412,0.024590164
85,413,0.0625
85,419,0.052173913
85,424,0.016449623
85,425,0.276315789
85,431,0.375
85,440,0.170454545
85,441,0.023529412000000003
85,443,0.034375
85,445,0.040723982
85,447,0.09375
86,2,0.205479452
86,4,0.037037037
86,6,0.032786885
86,10,0.089108911
86,12,0.094736842
86,13,0.025316456
86,14,0.02247191
86,19,0.075630252
86,26,0.044776119
86,38,0.02970297
86,53,0.017241378999999998
86,61,0.018018018
86,64,0.068493151
86,65,0.066666667
86,66,0.064516129
86,69,0.070707071
86,70,0.025316456
86,75,0.030150754
86,77,0.036697248
86,80,0.026548673
86,84,0.024767802
86,88,0.022900763
86,92,0.013422819
86,97,0.103448276
86,104,0.023346304
86,107,0.012474012
86,109,0.02970297
86,112,0.055555556
86,113,0.017241378999999998
86,116,0.063157895
86,120,0.053333333
86,129,0.047169811
86,132,0.028037383
86,133,0.246575342
86,149,0.018099548
86,153,0.078125
86,154,0.021052632
86,158,0.047619048
86,166,0.025316456
86,175,0.073170732
86,184,0.014144272
86,193,0.05
86,194,0.025974026
86,202,0.056818182
86,214,0.219512195
86,217,0.052356021
86,221,0.017492711
86,223,0.030534351
86,225,0.056818182
86,227,0.035502959
86,233,0.073170732
86,234,0.012474012
86,240,0.016736402
86,248,0.025316456
86,256,0.032258065
86,258,0.066390041
86,271,0.033707865
86,276,0.027027027
86,278,0.030379747
86,280,0.176470588
86,291,0.04
86,297,0.103773585
86,302,0.02970297
86,303,0.035502959
86,304,0.066666667
86,306,0.056497175
86,309,0.033707865
86,316,0.111111111
86,324,0.064981949
86,335,0.019323671
86,345,0.019047619
86,351,0.015267176
86,352,0.037037037
86,361,0.018518519
86,363,0.055555556
86,371,0.019047619
86,373,0.02247191
86,376,0.081081081
86,379,0.076923077
86,380,0.02970297
86,390,0.020833333
86,403,0.020618557
86,410,0.028985507
86,415,0.156133829
86,424,0.012474012
86,430,0.01826484
86,436,0.035502959
86,452,0.017297297
86,453,0.028571429
87,1,0.139442231
87,9,0.024
87,17,0.037037037
87,21,0.215189873
87,22,0.057471264
87,35,0.049180328
87,37,0.028673835
87,40,0.019920319
87,44,0.176470588
87,45,0.024
87,50,0.04
87,51,0.024
87,54,0.08219178099999999
87,74,0.122222222
87,79,0.042857143
87,83,0.024
87,89,0.139442231
87,96,0.027210884
87,98,0.225806452
87,100,0.023529412000000003
87,118,0.032258065
87,119,0.139442231
87,123,0.017892644
87,125,0.028301887
87,128,0.095744681
87,136,0.032258065
87,140,0.038461538
87,153,0.06097561
87,156,0.344262295
87,164,0.019920319
87,167,0.483870968
87,172,0.019920319
87,173,0.147540984
87,178,0.049180328
87,180,0.118421053
87,181,0.096774194
87,187,0.042857143
87,188,0.024
87,196,0.15492957699999998
87,201,0.049180328
87,205,0.225806452
87,207,0.018404908
87,220,0.032608696
87,222,0.024
87,228,0.022727273
87,236,0.049180328
87,241,0.035714286
87,243,0.033707865
87,250,0.042857143
87,252,0.042857143
87,267,0.064102564
87,269,0.032258065
87,270,0.039215686
87,272,0.019920319
87,283,0.125248509
87,286,0.032258065
87,299,0.032258065
87,310,0.059602649
87,311,0.034090909
87,312,0.032258065
87,313,0.044117647
87,314,0.064935065
87,319,0.023255814
87,321,0.108108108
87,323,0.034883721
87,332,0.049180328
87,333,0.019920319
87,334,0.067114094
87,337,0.024
87,339,0.232876712
87,340,0.03030303
87,341,0.032608696
87,342,0.024
87,344,0.034883721
87,346,0.032258065
87,347,0.024
87,349,0.03
87,353,0.034090909
87,358,0.139442231
87,367,0.049180328
87,368,0.16167664699999998
87,385,0.019920319
87,388,0.032258065
87,397,0.36
87,402,0.225806452
87,411,0.024
87,414,0.031413613
87,417,0.0375
87,422,0.049180328
87,427,0.030534351
87,432,0.024
87,434,0.064935065
87,439,0.147540984
87,446,0.019920319
87,448,0.020618557
87,449,0.032258065
88,0,0.108695652
88,2,0.052631579000000005
88,4,0.098360656
88,6,0.109433962
88,10,0.08450704199999999
88,12,0.029411765
88,13,0.075
88,14,0.069230769
88,16,0.028776978
88,26,0.24
88,30,0.134453782
88,31,0.095435685
88,38,0.08450704199999999
88,53,0.08203125
88,56,0.020618557
88,59,0.08974359
88,61,0.059210526
88,62,0.072897196
88,64,0.15789473699999998
88,65,0.022900763
88,66,0.231343284
88,69,0.085714286
88,70,0.075
88,71,0.134453782
88,73,0.025641026
88,75,0.085409253
88,77,0.234132581
88,80,0.506493506
88,84,0.073921971
88,86,0.022900763
88,90,0.033898305
88,92,0.178947368
88,95,0.342105263
88,104,0.07079646
88,105,0.176470588
88,107,0.11291091
88,109,0.08450704199999999
88,112,0.06870229
88,113,0.08203125
88,116,0.022058824
88,126,0.102941176
88,129,0.12244898
88,132,0.5
88,139,0.090909091
